VALIDATION,gs://product-quality/data/casting_data/train/def_front/cast_def_0_0.jpeg,Defect
VALIDATION,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1000.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1001.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1004.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1007.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1008.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1014.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1016.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1019.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1020.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1021.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1025.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_103.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1031.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1037.jpeg,Defect
VALIDATION,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1038.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1042.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1043.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1046.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1048.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_105.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1053.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1055.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1056.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1059.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1060.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1061.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1066.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1069.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_107.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1070.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1074.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1077.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1082.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1084.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1085.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1086.jpeg,Defect
VALIDATION,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1087.jpeg,Defect
VALIDATION,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1088.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_109.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1090.jpeg,Defect
TRAIN,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1092.jpeg,Defect
VALIDATION,gs://product-quality/data/casting_data/train/def_front/cast_def_0_1094.jpeg,Defect
